Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temperature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Grass,Calamagrostis sp.,20 °C,5 mm,15 °C,0.3 m³/m³,3 mm/day,180 seconds,50%,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Late spring"",""Summer"",""Early fall""]",30 km/h,35 °C,30 mm,48 hours,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4 weeks,48 in,12 in,1 in,calamagrostis sp.
Perennial,Montia sibirica,15,5,10,0.3,3,10000,50,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Late spring"",""Summer"",""Early fall""]",20,30,20,24,"[""NPK 10-10-10"",""Compost"",""Fish emulsion""]",4,12,10,0.5,montia sibirica
Perennial Herb,Clinopodium vulgare,10 - 25,1 - 5,10 - 20,0.3 - 0.5,2 - 5,24000 - 28000,40 - 70,"[""Well-drained sandy loam"",""Loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",20,30,20,48,"[""NPK 10-10-10"",""Compost""]",4 - 8,24,12,0.25 - 0.5,clinopodium vulgare
Perennial,Knautia Maxima,20,5,18,0.3,3,6000,60,"[""Well-drained soil"",""Loamy soil""]","[""Europe"",""North America""]","[""Late spring"",""Summer""]",30,35,20,24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,36,12,0.2,knautia maxima
Herb,Chenopdium ambrosioides,25,5,20,0.3,3,5000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Monsoon""]",30,40,50,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,36,12,0.5,chenopdium ambrosioides
Perennial,Euphorbia lathyris,20,5,18,0.3,2,6000,50,"[""Loamy"",""Sandy""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",30,35,30,48,"[""All-purpose fertilizer"",""Organic compost""]",4,48,36,1,euphorbia lathyris
Perennial,Lycopus americanus,20,5,15,0.3,3,6000,70,"[""Loam"",""Clay"",""Silt""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",50,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,lycopus americanus
Herbaceous perennial,Lycopus europaeus,15,5,18,0.4,3,240,70,"[""Loam"",""Clay"",""Silt""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Organic compost"",""Liquid fertilizer""]",4,24,36,0.5,lycopus europaeus
Shrub,Eriocephalus Africanus,20,5,18,0.3,3,3600,60,"[""Sandy"",""Loamy""]","[""South Africa"",""Namibia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,36,0.5,eriocephalus africanus
Fruit Tree,Eriobotrya japonica,25,5,20,0.3,4,30000,70,"[""Loamy"",""Sandy"",""Clayey""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,360,200,3,eriobotrya japonica
Shrub,Ribes divaricatum,18,5,15,0.3,4,20000,70,"[""Loam"",""Sandy loam"",""Clay""]","[""Coastal regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,72,48,4,ribes divaricatum
Flowering Vine,Echinopepon Wrightii,25,5,20,0.3,3,30000,60,"[""Sandy loam"",""Loamy sand""]","[""Southwestern United States"",""Northern Mexico""]","[""Late Spring"",""Summer"",""Early Fall""]",40,40,50,48,"[""All-purpose liquid fertilizer""]",4,120,48,1,echinopepon wrightii
Legume,Pachyrhizus ahipa,20,5,18,0.4,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""South America"",""Central America""]","[""Spring"",""Summer""]",40,35,100,48,"[""NPK"",""Compost""]",4,24,36,2,pachyrhizus ahipa
Vine,Dioscorea batatas,22,3,18,0.4,4,300,60,"[""Loamy"",""Sandy"",""Clayey""]","[""Asia"",""Africa"",""South America""]","[""Summer"",""Monsoon""]",40,35,50,48,"[""NPK"",""Organic manure""]",4,120,12,4,dioscorea batatas
Perennial,Yucca sp.,20,5,15,0.3,4,18000,50,"[""Sandy loam"",""Well-drained soil""]","[""Southwestern United States"",""Mexico"",""Central America""]","[""Spring"",""Summer""]",40,40,50,72,"[""Balanced NPK fertilizer"",""Slow-release granular fertilizer""]",12,120,48,1,yucca sp.
Vine,Bryonia alba,18,5,15,0.25,3,30000,70,"[""Loamy"",""Sandy"",""Clay""]","[""Europe"",""Asia"",""North America""]","[""Late Spring"",""Summer"",""Early Fall""]",20,35,50,48,"[""Organic compost"",""NPK fertilizer""]",4,120,48,1,bryonia alba
Perennial Herb,Betonica officinalis,20,5,18,0.25,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,betonica officinalis
Perennial,Stachys sieboldii,20,5,15,0.4,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Shade"",""Partial Shade""]","[""Spring"",""Summer""]",40,35,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,0.25,stachys sieboldii
Perennial,Stachys Palustris,15,5,12,0.3,3,18000,70,"[""Loamy"",""Sandy"",""Clayey""]","[""Wetlands"",""Bogs"",""Marshes""]","[""Late Spring"",""Summer"",""Early Fall""]",30,35,20,48,"[""Organic compost"",""Slow-release fertilizer""]",4,24,12,0.5,stachys palustris
Perennial,Cymbalaria muralis,15,3,12,0.4,2,18000,60,"[""Well-drained"",""Sandy"",""Loamy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""All-purpose liquid fertilizer"",""Organic compost""]",4,4,12,0.2,cymbalaria muralis
Perennial Shrub,Cistus sp.,15.5,5.2,18.3,0.25,3.8,28800,65,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Mediterranean region"",""Coastal areas""]","[""Spring"",""Summer""]",40,38,30,48,"[""Slow-release granular fertilizer"",""Liquid organic fertilizer""]",8,36,24,0.5,cistus sp.
Hybrid Citrus Fruit,Citrus Limon × Medica,25,5,20,0.3,4,6000,60,"[""Sandy loam"",""Loamy soil"",""Clay soil""]","[""Mediterranean region"",""California"",""Florida""]","[""Year-round"",""Start summer""]",40,40,50,72,"[""NPK"",""Organic compost""]",4,180,120,1,citrus limon × medica
Grass,Cymbopogon citratus,25,5,28,0.3,3,600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""All year"",""Start of summer""]",30,35,50,48,"[""NPK fertilizers"",""Organic compost""]",4,48,24,0.5,cymbopogon citratus
Herb,Lippia triphylla,20,5,15,0.3,3,30000,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,10,2,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,0.5,lippia triphylla
Grass,Briza Media,18.5,4.2,15.8,0.24,2.1,25800,65,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.2,briza media
Perennial,Saccharum officinarum,25,5,28,0.4,2,3600,70,"[""Loam"",""Sandy loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start summer""]",40,40,100,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,24,2,saccharum officinarum
Perennial,Plectranthus sp.,25,5,20,0.4,3,3600,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical"",""Subtropical""]","[""Year-round""]",40,35,20,48,"[""NPK 20-20-20"",""Organic compost""]",4,24,12,0.5,plectranthus sp.
Shrub,Chamaecytisus hirsutus,20,5,16,0.2,3,6000,70,"[""Sandy loam"",""Clay loam"",""Loam""]","[""Mediterranean region"",""Coastal areas"",""Dry hills""]","[""Late spring"",""Summer""]",60,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,48,24,2,chamaecytisus hirsutus
Fruit Tree,Prunus domestica,18,5,20,0.4,3,3600,50,"[""Loam"",""Clay"",""Sandy""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer""]",40,35,30,48,"[""NPK"",""Compost"",""Manure""]",4,120,100,2,prunus domestica
Perennial,Cyclamen sp.,20,5,18,0.4,3,6000,60,"[""Well-drained"",""Loamy""]","[""Mediterranean"",""Temperate""]","[""Autumn"",""Winter"",""Spring""]",40,30,15,48,"[""Liquid fertilizer"",""Slow-release granular fertilizer""]",4,10,8,0.2,cyclamen sp.
Grass-like perennial,Cyperus longus,20,5,18,0.4,3,6000,60,"[""Loam"",""Sandy"",""Clay""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer"",""Autumn""]",50,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,2,cyperus longus
Grass,Cyperus papyrus var. syracusanus,25,5,28,0.4,3,600,60,"[""Silt"",""Clay"",""Loam""]","[""Tropical regions"",""Wetlands""]","[""All year round""]",40,35,20,24,"[""NPK fertilizer"",""Organic compost""]",4,120,24,1,cyperus papyrus var. syracusanus
Herbaceous flowering plant,Acmella Oleracea,25,5,20,0.3,4,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start summer""]",50,35,20,24,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,12,8,0.5,acmella oleracea
Perennial Flowering Plant,Aconitum Cammarum,15,5,10,0.4,2,20000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Mountainous areas"",""Cool-temperate zones""]","[""Late Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,36,12,0.5,aconitum cammarum
Perennial Flower,Aconitum vulparia,15,5,18,0.25,3,6000,70,"[""Loam"",""Clay""]","[""Temperate regions"",""Woodlands""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,60,36,0.5,aconitum vulparia
Perennial,Albuca bracteata,20,2,18,0.3,5,3600,50,"[""Sandy loam"",""Loamy sand""]","[""South Africa"",""Mediterranean region"",""California""]","[""Spring"",""Summer""]",40,35,10,48,"[""Organic compost"",""Liquid fertilizer""]",4,24,12,2,albuca bracteata
Perennial,Albuca Shawii,22,5,18,0.2,3,6000,60,"[""Well-drained sandy soil"",""Loamy soil""]","[""Mediterranean region"",""Southern California"",""South Africa""]","[""Spring"",""Summer""]",40,35,15,24,"[""Organic compost"",""Slow-release fertilizer""]",4,16,12,2,albuca shawii
Perennial,Allium ×proliferum,18,5,15,0.3,4,24000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,24,2,allium ×proliferum
Flowering bulb,Allium microdictyon,20,5,15,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Western United States""]","[""Spring""]",30,35,20,48,"[""Organic compost"",""Bone meal""]",8,20,6,2,allium microdictyon
Perennial herb,Allium victorialis,12,5,10,0.2,3,30000,60,"[""Loamy"",""Sandy""]","[""Mountainous regions"",""Cool temperate regions""]","[""Late spring"",""Early summer""]",30,28,20,48,"[""Organic compost"",""Bone meal""]",4,24,12,2,allium victorialis
Annual flowering plant,Amaranthus x sp. (a. cruentus x a. powellii),25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Monsoon""]",40,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,60,12,1,amaranthus x sp. (a. cruentus x a. powellii)
Perennial,Amorphophallus konjac,20,5,18,0.3,3,18000,70,"[""Loamy"",""Sandy"",""Clayey""]","[""Southeast Asia"",""Japan"",""China""]","[""Spring"",""Summer""]",40,35,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,48,24,4,amorphophallos  konjak
Herb,Anethum graveolens L.,20,5,18,0.3,3,3600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Mediterranean region"",""Southern Europe"",""North Africa""]","[""Spring"",""Summer""]",30,35,20,24,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,36,12,0.5,anethum  graveolens l
Legume,Arachis hypogaea,25,5,20,0.3,4,24000,70,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Southeast Asia"",""Southern United States"",""South America""]","[""Summer"",""Rainy Season""]",40,40,50,72,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,arachis hypogaea
Perennial,Aralia cordata,18,5,15,0.3,3,18000,60,"[""Well-drained soil"",""Loamy soil""]","[""East Asia"",""North America""]","[""Late spring"",""Summer""]",40,32,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,60,36,0.5,aralia cordata
Perennial,Artemisia abrotanum,20,2,18,0.3,3,24000,60,"[""Well-drained"",""Sandy"",""Loamy""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",50,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,48,24,0.2,artemisia abrotanum
Flowering plant,Begonia cucullata,25,5,22,0.3,3,6000,70,"[""Loamy"",""Sandy"",""Well-drained""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Rainy""]",20,35,20,24,"[""Slow-release fertilizer"",""Organic compost""]",4,18,12,0.5,begonia cucullata
Perennial,Bergenia crassifolia,15,5,12,0.3,3,24000,60,"[""Loam"",""Sandy loam""]","[""Partial shade"",""Well-drained soil""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,16,12,0.5,bergenia crassifolia
Flowering plant,Bidens triplinervia,25,5,20,0.3,3,18000,70,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",40,35,20,48,"[""Nitrogen-based"",""Phosphorus-based""]",4,24,12,0.5,bidens triplinervia
Ornamental Plant,Billbergia nutans,18-26,0-5,15-25,0.3-0.6,3-5,6-8,40-60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Subtropical"",""Tropical""]","[""Spring"",""Summer""]",30,35,50,48,"[""All-purpose fertilizer"",""Slow-release granular fertilizer""]",6-8,18,12,0.25,billbergia nutans
Perennial,Calendula suffruticosa,20,5,15,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe"",""North America""]","[""Spring"",""Summer""]",30,35,10,72,"[""Compost"",""Organic liquid fertilizer""]",4,24,100,0.25,calendula suffruticosa
Perennial,Camassia leichtlinii,18,5,15,0.4,3,24000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6,36,12,2,camassia  leichtlinii
Vegetable,Capsicum baccatum,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""South America"",""Central America"",""Caribbean""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,48,12,0.5,capsicum baccatum
Capsicum chinense, ,25 °C,5 mm,20 °C,0.3 m³/m³,3 mm/day,10 seconds,60%,"[""loam"",""sandy loam"",""clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start summer"",""Year-round in tropical regions""]",40 km/h,35 °C,50 mm,12,"[""NPK 10-10-10"",""Organic compost""]",4,36 in,24 in,0.5 in,capsicum chinense
Vegetable,Capsicum pubescens,20,5,18,0.3,3,12000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Central America"",""Andean region of South America""]","[""Summer"",""Monsoon""]",30,40,50,48,"[""Organic compost"",""NPK fertilizer""]",4,48,24,0.5,capsicum pubescens
Vegetable,Capsicum sp.,20-30,5-10,15-25,0.2-0.3,2-3,6000-7000,50-70,"[""Sandy loam"",""Loamy soil"",""Clay soil""]","[""Mediterranean region"",""South America"",""India""]","[""Start summer"",""Monsoon"",""Winter""]",40,35,50,48,"[""NPK fertilizers"",""Organic manure""]",2-3,24,12,1,capsicum sp.
Perennial,Cedronella Canariensis,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Late spring"",""Summer"",""Early fall""]",40,35,20,48,"[""NPK 14-14-14"",""Organic compost""]",4,24,144,0.5,cedronella canariensis
Herbaceous plant,Centaurea benedicta,20,5,18,0.3,4,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,centaurea benedicta
Fruit-bearing shrub,Cerasus Vulgaris,18,5,15,0.25,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,120,36,2,cerasus vulgaris
Perennial,Chaerophyllum eriopodum,20,5,15,0.4,3,18000,60,"[""Loamy"",""Sandy""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,40,50,24,"[""NPK"",""Compost""]",4,36,12,0.5,chaerophyllum eriopodum
Annual Herb,Chenopodium foliosum,20,5,18,0.3,3,18000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,chenopodium foliosum
Flowering plant,Chrysanthemum x indicum,20,5,15,0.3,2,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,36,24,0.5,chrysanthemum x indicum
Fruit,Citrullus amarus,25,5,22,0.3,3,30000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Autumn""]",40,35,100,24,"[""NPK 10-10-10"",""Compost""]",4,120,36,1,citrullus amarus
Perennial,Claytonia sibirica,-5,3,5,0.4,4,3000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,8,12,0.5,claytonia sibirica
Perennial Herb,Clinopodium grandiflorum (syn. Calamintha grandiflora),25,5,20,0.3,3,12000,60,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Mediterranean regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.25,clinopodium grandiflorum (syn. calamintha grandiflora)
Herb,Cochlearia officinalis,15,5,12,0.3,2,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,20,12,0.2,cochlearia  officinalis
Tree,Corylus colurna,15,5,12,0.4,3,24000,60,"[""Loamy"",""Sandy"",""Clayey""]","[""Mediterranean"",""Temperate"",""Subtropical""]","[""Spring"",""Summer"",""Autumn""]",40,40,30,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",8,360,400,6,corylus colurna
Shrub,Crataegus schraderiana,14.5,5.2,12.7,0.25,3.8,24000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,38,100,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,120,72,0.5,crataegus schraderiana
Herbaceous plant,Cynoglossum officinalis,20,5,18,0.3,4,3600,50,"[""Well-drained soil"",""Loamy soil""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""All-purpose liquid fertilizer""]",4,24,12,0.5,cynoglossum officinalis
Annual Flower,Delphinium ajacis,20,5,18,0.3,3,5000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",40,35,30,48,"[""10-10-10"",""20-20-20""]",4,36,12,1,delphinium ajacis
Perennial,Dioscorea japonica,20,5,18,0.35,3,18000,60,"[""Well-drained loam"",""Sandy loam"",""Clay loam""]","[""Asia"",""North America"",""Europe""]","[""Start of summer"",""Late spring"",""Early autumn""]",40,35,50,48,"[""NPK fertilizer"",""Compost"",""Bone meal""]",4,60,24,4,dioscorea japonica
Herbaceous perennial,Dracocephallum moldavicum,20,5,18,0.3,4,6000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,24,12,0.2,dracocephallum   moldavicum
Perennial herb,Dystaenia takesimana,18,5,15,0.3,4,3600,70,"[""Loamy soil"",""Sandy soil""]","[""Korea"",""China"",""Japan""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,dystaenia takesimana
Perennial,Eryngium sp.,20,5,18,0.3,3,6000,70,"[""Well-drained sandy soil"",""Loamy soil""]","[""Mediterranean regions"",""Central and South America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,36,12,0.5,eryngium sp.
Perennial,Erysimum ×cheiri,20,5,18,0.4,4,6000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Western Europe"",""North America""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,0.5,erysimum ×cheiri
Flowering Plant,Fagopyrum tataricum,12.5 °C,5 mm,15 °C,0.2 m³/m³,2 mm/day,8 hours,60%,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Cool high-altitude areas""]","[""Spring"",""Summer""]",40 km/h,35°C,20 mm,48 hours,"[""Nitrogen-based fertilizers"",""Phosphorus-based fertilizers""]",4 weeks,18 inches,12 inches,1 inch,fagopyrum tataricum
Perennial,Galanthus nivalis,10,5,8,0.4,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""Asia"",""North America""]","[""Late winter"",""Early spring""]",30,25,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",8,8,4,2,galanthus nivalis
Flowering Plant,Gilia Achilleifolia,23,3,18,0.15,4,6000,60,"[""Loam"",""Sandy""]","[""California"",""Oregon"",""Washington""]","[""Spring"",""Summer""]",40,35,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,gilia achilleifolia
Perennial,Gloriosa Superba,25-30,5-10,25-30,0.3-0.4,4-6,6-8,60-70,"[""Well-drained sandy loam"",""Loamy soil""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48-72,"[""Organic compost"",""Slow-release fertilizer""]",4-6,60,12x12,2,gloriosa superba
