Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Flowering Plant,Tummarusokki,25,5,20,0.3,3,6000,60,"[""Loam"",""Silt"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizers"",""Organic compost""]",4,24,12,1,tummarusokki
Flowering Plant,Tummavarjolilja,25,5,18,0.4,3,3600,70,"[""Loam"",""Clay"",""Humus""]","[""Shaded Gardens"",""Woodland Areas""]","[""Late Spring"",""Summer""]",40,30,20,48,"[""Organic Compost"",""Slow-release Fertilizer""]",8,24,12,2,tummavarjolilja
Flowering Plant,Tunturihapro,20,5,18,0.25,3,7200,60,"[""Loamy soil"",""Sandy soil"",""Well-drained soil""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,2,tunturihapro
Perennial,Tuoksuköynnöskuusama,15,5,12,0.3,4,18000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Baltic region""]","[""Late spring"",""Summer"",""Early autumn""]",40,30,20,24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,120,36,1,tuoksuköynnöskuusama
Perennial,Tuoksureseda,20,5,18,0.3,3,6000,70,"[""Sandy loam"",""Loam"",""Clay""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer""]",40,35,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,tuoksureseda
Perennial Flower,Tähdikki,15-20,2-4,10-15,0.2-0.4,3-5,2000-2500,40-60,"[""Well-drained sandy soil"",""Loamy soil"",""Clay soil""]","[""Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",20,30,10,48-72,"[""Slow-release fertilizer"",""Organic compost""]",4-6,12-18,12x12,0.25-0.5,tähdikki
Flowering Plant,Tähkähietalilja,20,5,18,0.4,3,3000,60,"[""Loam"",""Silt"",""Clay""]","[""Temperate regions"",""Mild coastal areas""]","[""Late spring"",""Summer""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,tähkähietalilja
Flowering Plant,Tähkäkeijunkukka,20,5,18,0.3,2,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Baltic region""]","[""Late Spring"",""Summer""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,2,tähkäkeijunkukka
Flowering plant,Tähkäverbena,25,5,20,0.3,3,3600,70,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer"",""Early autumn""]",20,35,20,48,"[""NPK fertilizer"",""Compost""]",4,24,12,1,tähkäverbena
Flowering Plant,Tähtikehäkukka,20,5,18,0.4,3,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""Northern Europe"",""North America"",""Asia""]","[""Start of Summer"",""Late Spring"",""Early Autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic Compost""]",4,24,12,0.5,tähtikehäkukka
Perennial,Tähtililja,20,10,15,0.3,5,300,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Late spring"",""Summer""]",30,35,50,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,36,2,tähtililja
Flowering plant,Ukkolaukka,22,5,18,0.3,4,6000,60,"[""Loam"",""Sandy loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,2,ukkolaukka
Flowering Plant,Ukonkello,20,5,15,0.3,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Summer"",""Spring""]",30,35,20,24,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,2,ukonkello
Flowering plant,Ukontulikukka,20,5,15,0.3,3,600,70,"[""loam"",""sandy loam"",""clay""]","[""Finland"",""Sweden"",""Norway""]","[""Late spring"",""summer""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,36,1,ukontulikukka
Flowering Plant,Unelmatädyke,22,5,18,0.3,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern Europe"",""Scandinavia"",""Baltic Region""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,30,20,24,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,1,unelmatädyke
Leafy vegetable,Uudenseelanninpinaatti,15,5,12,0.3,3,3600,60,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""New Zealand"",""Finland"",""Sweden""]","[""Late spring"",""Summer"",""Early autumn""]",30,30,50,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,20,12,0.5,uudenseelanninpinaatti
Legume,Vahapapu,25,5,20,0.3,3,3000,50,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer""]",40,35,20,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,36,12,2,vahapapu
Clover,Valkoapila,15,5,12,0.3,2,24000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Finland"",""Sweden"",""Norway""]","[""Late spring"",""Summer"",""Early autumn""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,8,12,0.4,valkoapila
Flowering Plant,Valkokonnanlilja,20,5,18,0.3,3,3600,60,"[""Loam"",""Sandy"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,35,50,48,"[""NPK fertilizers"",""Compost""]",4,24,12,2,valkokonnanlilja
Flowering Plant,Valkomesikkä 18,20,5,15,0.3,3,3600,60,"[""sandy loam"",""clay loam""]","[""temperate regions"",""coastal areas""]","[""Spring"",""Summer""]",40,30,15,24,"[""NPK fertilizer"",""compost""]",4,18,12,0.5,"valkomesikkä 18,"
Vegetable,Valkosipuli,15,5,10,0.3,3,5000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Late spring"",""Early summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,6,1,valkosipuli
Perennial,Valkovuokko,10°C,3 mm,8°C,0.4 m³/m³,2 mm/day,6 hours,60%,"[""Loam"",""Silt"",""Clay""]","[""Northern Europe"",""Scandinavia""]","[""Spring"",""Early Summer""]",30 km/h,25°C,10 mm,48 hours,"[""Organic compost"",""Slow-release granular fertilizer""]",4 weeks,6 inches,12 inches,1 inch,valkovuokko
Perennial Flower,Varjolilja,20,5,15,0.3,4,3000,60,"[""Sandy loam"",""Loamy sand""]","[""Northern Hemisphere"",""Temperate regions""]","[""Late spring"",""Summer""]",30,35,30,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,1,varjolilja
Perennial,Varsankello,15,5,12,0.3,4,6000,60,"[""Loam"",""Clay""]","[""Northern Europe"",""Scandinavia""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,24,12,1,varsankello
Herb,Venäjänrakuuna,15,2,10,0.4,3,5000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Northern Europe"",""Russia"",""Finland""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,30,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,venäjänrakuuna
Fruit,Vesimeloni,25,5,22,0.3,4,600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Monsoon""]",40,35,50,24,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,12,36,2,vesimeloni
Vegetable,Vihanneskrassi,25,5,20,0.3,3,6000,70,"[""loam"",""sandy loam"",""clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Start of summer"",""Spring"",""Autumn""]",40,35,20,24,"[""NPK"",""compost"",""bone meal""]",4,18,12,0.5,vihanneskrassi
Vegetable,Vihannespaprika,25,5,18,0.3,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Compost"",""Manure""]",2,24,12,1,vihannespaprika
Vegetable,Vihannesportulakka,18.5,3.2,15.2,0.24,2.8,24000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizer"",""Compost""]",4,12,12,0.5,vihannesportulakka
Vegetable,Vihannestakiainen,20,5,18,0.4,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Baltic region""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,18,0.2,vihannestakiainen
Herb,Villirucola,24,5,18,0.3,2,600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwest United States"",""Central Asia""]","[""Start of summer"",""Late spring"",""Early autumn""]",30,35,20,48,"[""NPK fertilizers"",""Compost""]",4,12,6,0.5,villirucola
Plant,Virginiantupakka,20,5,15,0.3,3,3600,50,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""North America"",""Europe"",""Asia""]","[""Late spring"",""Summer"",""Early autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,60,24,0.2,virginiantupakka
Wheat,Vehnä 31,15,5,12,0.4,3,3600,50,"[""loam"",""silt"",""clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Fall""]",40,35,50,48,"[""NPK"",""manure""]",4,40,12,2,"vehnä 31,"
Perennial,Viittakurjenmiekka,20,5,15,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Mediterranean climates"",""Coastal areas""]","[""Spring"",""Summer""]",30,35,20,48,"[""Slow-release granular fertilizer"",""Liquid balanced fertilizer""]",4,36,12,2,viittakurjenmiekka
Perennial Flower,Vuohenkello,15,5,12,0.35,3,3000,60,"[""Loam"",""Clay"",""Sandy""]","[""Northern Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",50,30,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,vuohenkello
Perennial Flower,Vuorikaunokki,15 - 25,5 - 10,10 - 15,0.2 - 0.4,2 - 4,18000 - 22000,40 - 60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Late Spring"",""Summer"",""Early Autumn""]",30,30,20,48,"[""NPK 10-10-10"",""Organic compost""]",4 - 6,12 - 24,12 - 16,0.2 - 0.4,vuorikaunokki
Flowering Plant,Vuoripioni,20,5,15,0.4,3,18000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mountainous regions"",""Cool temperate regions""]","[""Late spring"",""Summer""]",30,30,50,48,"[""NPK"",""Compost""]",4,40,12,1,vuoripioni
Legume,Vuorirevonpapu,15,5,12,0.3,3,18000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mountainous areas"",""Northern climates""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,24,2,vuorirevonpapu
Perennial,Väinönputki,10,5,12,0.3,3,18000,65,"[""Loam"",""Clay""]","[""Northern Europe"",""Scandinavia""]","[""Late Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,36,24,0.2,väinönputki
Grass,Westerwoldinraiheinä,15,5,12,0.3,4,3600,60,"[""Loam"",""Silt"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,westerwoldinraiheinä
Herb,Yrtti-iiso,20,5,15,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Mediterranean region"",""Temperate regions""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,0.5,yrtti-iiso
Flowering plant,Zulunnukkeasteri,20,5,18,0.4,3,18000,60,"[""loam"",""sandy loam""]","[""temperate regions"",""coastal areas""]","[""Spring"",""Summer""]",40,35,20,48,"[""nitrogen-rich fertilizer"",""phosphorus-rich fertilizer""]",8,24,8,2,zulunnukkeasteri
Oilseed Plant,Öljyhamppu,15,5,18,0.3,2,600,65,"[""Loam"",""Silt"",""Clay""]","[""Finland"",""Sweden"",""Estonia""]","[""Start of summer"",""Late spring"",""Early autumn""]",40,35,30,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,12,1,öljyhamppu
Vegetable,Öljysiemenkurpitsa,10,5,15,0.3,2,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""Scandinavia"",""Baltic countries""]","[""Start of summer"",""Late spring"",""Early autumn""]",40,30,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,48,2,öljysiemenkurpitsa
Perennial,Akaleja,20,5,15,0.4,3,3600,60,"[""Loam"",""Sandy"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",50,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,akleja
Herb,Aklejruta,20,5,18,0.3,4,600,70,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Late spring"",""Summer""]",30,35,20,24,"[""Nitrogen-based"",""Potassium-based""]",4,24,12,0.5,aklejruta
Perennial,Alpgullregn,10-20,5-10,8-15,0.2-0.4,2-4,1200-1600,40-70,"[""Well-drained soil"",""Loamy soil""]","[""Mountainous regions"",""Alpine meadows""]","[""Late spring"",""Summer""]",30,25,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4-6,48,24,0.5,alpgullregn
Perennial,Alpklematis,18,5,15,0.3,3,28800,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Alpine regions"",""Rocky slopes"",""Woodland areas""]","[""Late spring"",""Summer"",""Early autumn""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,60,36,0.5,alpklematis
Perennial Flower,Amerikansk Pion,12.5 °C,5 mm,10 °C,0.25 m³/m³,3 mm/day,300 seconds,60%,"[""Loamy soil"",""Sandy soil""]","[""North America"",""Northern Europe""]","[""Late Spring"",""Early Summer""]",40 km/h,32 °C,20 mm,48 hours,"[""Organic compost"",""Slow-release fertilizer""]",6 weeks,36 in,12 in,2 in,amerikansk pion
Flowering Vine,Amerikansk trolldruva,18,5,15,0.3,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""Organic Compost"",""Slow-release Fertilizer""]",4,120,100,1,amerikansk trolldruva
Flowering Plant,Amuraralia,25,5,20,0.4,3,12000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,60,24,0.5,amuraralia
Flowering Plant,Amurkobrakalla,25,10,20,0.4,5,18000,60,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Monsoon""]",40,35,50,48,"[""NPK"",""Organic compost""]",4,36,24,2,amurkobrakalla
Perennial Flower,Anagrambräcka,18,5,15,0.4,3,28000,60,"[""Loamy"",""Sandy"",""Clay""]","[""Temperate regions"",""Northern Hemisphere""]","[""Spring"",""Summer""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,anagrambräcka
Herb,Anisisop,20,5,18,0.4,3,5000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Mediterranean region"",""Northern Africa"",""Middle East""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""Organic compost"",""Fish emulsion""]",4,24,12,0.5,anisisop
Vegetable,Azurlök,20,5,18,0.4,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwest Asia"",""North Africa""]","[""Late spring"",""Summer"",""Early autumn""]",20,35,10,48,"[""NPK 10-10-10"",""Organic compost""]",2,12,12,1,azurlök
Flowering Plant,Axalunrot,20 °C,5 mm,18 °C,0.5 m³/m³,3 mm/day,600 seconds,50%,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Mediterranean regions"",""Subtropical regions""]","[""Spring"",""Summer""]",20 km/h,35 °C,30 mm,48 hours,"[""NPK 10-10-10"",""Organic compost""]",4 weeks,24 in,12 in,2 in,axalunrot
Perennial,Axnepeta,25,5,20,0.4,3,3600,60,"[""Loam"",""Sandy"",""Clay""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,35,20,48,"[""Compost"",""Organic fertilizer""]",4,24,12,0.5,axnepeta
Flowering Plant,Backsippa,25,5,20,0.3,3,6000,70,"[""Loam"",""Sandy"",""Clay""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,24,"[""NPK"",""Compost""]",4,24,12,2,backsippa
Flowering Plant,Balsamin,25,5,20,0.4,3,6000,70,"[""Loamy"",""Sandy"",""Well-drained""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,0.5,balsamin
Flowering Plant,Bergklint,20.5,5,18.2,0.35,4.2,300,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Coastal regions"",""Mediterranean climate zones""]","[""Spring"",""Summer""]",40,30,15,24,"[""NPK"",""Organic compost""]",4,24,12,0.5,bergklint
Herb,Bergkörvel,18,5,15,0.2,3,600,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Liquid seaweed fertilizer""]",4,18,12,0.5,bergkörvel
Flowering Plant,Bergpion,20,5,15,0.3,2,600,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""Organic compost"",""Slow-release fertilizer""]",4,36,24,2,bergpion
Perennial,Besksöta,20,5,18,0.3,3,600,70,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Northern Europe"",""Scandinavia"",""North America""]","[""Late spring"",""Summer""]",40,30,15,48,"[""Nitrogen-rich fertilizer"",""Phosphorus-rich fertilizer""]",4,24,12,0.5,besksöta
Herb,Bladpersilja,18,5,15,0.3,4,5000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Fall""]",25,30,10,24,"[""Organic compost"",""Liquid seaweed fertilizer""]",2,20,12,0.5,bladpersilja
Perennial,Blodtopp,15-25,2-5,10-15,0.2-0.4,3-5,1200-1500,50-70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Late spring"",""Summer""]",40,30,20,24-48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4-6,24-36,12x12,0.5-1,blodtopp
Vegetable,Blomkål,15,5,10,0.3,3,3600,70,"[""Loam"",""Sandy loam"",""Clay""]","[""Northern Europe"",""North America"",""Australia""]","[""Late Spring"",""Early Summer""]",40,30,20,48,"[""Compost"",""Manure"",""Organic fertilizer""]",4,24,24,0.5,blomkål
Annual,Blomman för dagen,20,5,18,0.4,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,15,48,"[""NPK 15-10-10"",""Compost""]",4,24,12,0.5,blomman för dagen
Vegetable,Blomsellerikål,18,5,15,0.3,3,6000,70,"[""Loamy"",""Sandy""]","[""Northern Europe"",""Scandinavia""]","[""Late Spring"",""Early Summer""]",40,30,15,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,12,0.5,blomsellerikål
Perennial Flower,Blå Bolltistel,15,5,12,0.4,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Northern Europe"",""Scandinavia"",""Baltic Region""]","[""Late Spring"",""Summer""]",40,30,10,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.2,blå bolltistel
Perennial,Blågull,15,5,12,0.3,2,18000,60,"[""Loam"",""Sandy loam"",""Clay""]","[""Scandinavia"",""Northern Europe""]","[""Late spring"",""Summer""]",30,30,20,48,"[""Slow-release granular fertilizer"",""Organic compost""]",8,20,12,0.5,blågull
Perennial,Blåeld,20,5,18,0.4,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Coastal regions"",""Northern Europe""]","[""Spring"",""Summer"",""Autumn""]",40,30,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,0.5,blåeld
Legume,Blålupin,20,5,15,0.4,3,6000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Australia""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,blålupin
Legume,Blålusern,20,5,15,0.25,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Scandinavia"",""Northern Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,30,24,2,blålusern
Perennial,Blåsippa,10,5,12,0.3,3,3600,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Northern Europe"",""North America""]","[""Spring""]",30,25,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,12,6,1,blåsippa
Perennial,Blåverbena,20,5,18,0.3,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Northern Europe"",""North America"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",30,30,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,blåverbena
Vegetable,Bockrot,20,5,18,0.3,3,6000,60,"[""Loamy"",""Sandy"",""Clayey""]","[""Temperate"",""Mediterranean"",""Subtropical""]","[""Spring"",""Autumn""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,24,12,2,bockrot
Vegetable,Boll-Lök,24,5,18,0.4,3,30000,60,"[""Loam"",""Sandy Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,18,12,2,boll-lök
Legume,Bondböna,25,5,20,0.4,3,6000,60,"[""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Southwestern United States""]","[""Late spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",2,36,12,2,bondböna
Flowering Plant,Bondtobak,25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Garden"",""Greenhouse"",""Container""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,0.5,bondtobak
Flowering Plant,Borstnejlika,20,5,15,0.3,4,25000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean"",""Subtropical"",""Temperate""]","[""Spring"",""Summer"",""Autumn""]",40,35,30,24,"[""NPK"",""Compost"",""Organic Fertilizer""]",4,24,12,1,borstnejlika
Cereal,Bovete,18,5,15,0.4,3,300,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""North America"",""Europe"",""Asia""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,bovete
Flower,Brandlilja,25,5,20,0.3,4,6000,70,"[""Loam"",""Sandy loam""]","[""Temperate regions"",""Mediterranean regions""]","[""Late spring"",""Summer"",""Early fall""]",30,35,10,48,"[""NPK fertilizer"",""Organic compost""]",4,36,24,2,brandlilja
Perennial,Brinnande Kärlek,18-24,3-5,15-20,0.2-0.3,4-6,6000-7000,40-60,"[""Loam"",""Sandy Loam""]","[""Scandinavia"",""Northern Europe""]","[""Spring"",""Summer""]",40,30,20,48,"[""Organic compost"",""Slow-release granular fertilizer""]",6-8,24-36,12-18,0.25-0.5,brinnande kärlek
Vegetable,Broccolirybs,20,5,15,0.3,3,18000,60,"[""Sandy loam"",""Clay loam"",""Loam""]","[""Mediterranean region"",""Cool temperate regions""]","[""Spring"",""Autumn""]",30,30,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",2,30,12,1,broccolirybs
