Plant Category,Seed Name,Average Temperature (2 m),Average Precipitation per day,Average Soil Temperature (0 to 6 cm),Average Soil Moisture (0-3 cm),Average Evapotranspiration,Average Sunshine Duration,Humidity(%),Soil Type,Best Growing Areas,Season,Wind Threshold(km/h),Heat Wave Maximum Temprature (°C),Rainfall Alert Maximum Rain (mm),Watering (hours interval),List of Fertilization,Time Period for Fertilization (weeks interval),Maximum Height of Plant (inches),maximum area this plant require(inches),soil depth for sowing(inches),Plant name
Nero,Nero,25 °C,5 mm,20 °C,0.3 m³/m³,3 mm/day,300 seconds,60%,"[""Loam"",""Sandy Loam""]","[""Tropical regions"",""Mediterranean regions""]","[""Summer"",""Late Spring""]",40 km/h,35 °C,50 mm,48 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,24 inches,12 inches,1 inch,nero
Vegetable,Ostfriesische,20,5,15,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,2,ostfriesische
Flowering Plant,Roter,25,5,20,0.3,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,24,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,roter
Flowering plant,Azur,25,5,20,0.3,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Start of summer"",""Spring"",""Autumn""]",40,35,20,12,"[""NPK 20:20:20"",""Organic compost""]",4,24,12,1,azur
Blaril,Blaril Seed,25,5,20,0.3,2,600,60,"[""loam"",""sandy loam"",""clay loam""]","[""Region A"",""Region B"",""Region C""]","[""Spring"",""Summer"",""Autumn""]",30,35,20,48,"[""NPK Fertilizer"",""Organic Manure""]",4,24,12,2,blaril
Ornamental,Fantic,25,10,20,0.4,5,6000,60,"[""Loam"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",40,35,50,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,12,6,2,fantic
Flowering Plant,Hilari,25,5,20,0.3,3,3600,65,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Spring""]",30,35,30,48,"[""NPK 20-10-10"",""Organic compost""]",4,24,12,0.5,hilari
Flowering Plant,Siegfried,25,10,20,0.3,5,5000,70,"[""Sandy"",""Loamy"",""Clayey""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Spring""]",40,35,50,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,24,12,1,siegfried
Flowering plant,American,20,5,15,0.3,3,600,60,"[""Loamy soil"",""Sandy soil"",""Clay soil""]","[""North America"",""South America"",""Central America""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,24,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer"",""Potassium-based fertilizer""]",4,36,24,1,american
Flowering Plant,Cantarix,25,5,20,0.4,3,6000,70,"[""Sandy loam"",""Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean climate zones""]","[""Late spring"",""Summer"",""Early autumn""]",40,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,1,cantarix
Perennial,Carmen,22,5,18,0.3,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",30,40,20,24,"[""Organic compost"",""Liquid fertilizer""]",4,24,12,1,carmen
Flower,Cocarde,20,5,18,0.3,3,18000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Central Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,0.5,cocarde
Flowering Plant,Diavoletta,25,5,20,0.4,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Monsoon season""]",30,35,50,48,"[""Organic compost"",""Slow-release fertilizer""]",4,24,12,0.5,diavoletta
Flowering plant,Floreal,25,5,20,0.4,3,6000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Spring""]",40,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,12,1,floreal
Hardy,Hardy Seed,25,10,20,0.3,5,18000,70,"[""Sandy loam"",""Clay loam"",""Silty loam""]","[""Region A"",""Region B"",""Region C""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""NPK"",""Compost"",""Seaweed extract""]",4,36,12,2,hardy
Vegetable,Kagraner,25,5,20,0.3,3,600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Subtropical regions""]","[""Late spring"",""Summer""]",30,35,20,48,"[""NPK (10-10-10)"",""Compost""]",4,36,24,1,kagraner
Flowering plant,Kermit,22.5,5.3,20.8,0.35,3.2,24000,65,"[""loam"",""sandy loam"",""clay""]","[""temperate regions"",""subtropical regions""]","[""Spring"",""Summer""]",40,35,20,24,"[""nitrogen-based fertilizer"",""potassium-based fertilizer""]",4,12,6,0.5,kermit
Flowering Plant,Cinema,24.5,7.8,19.2,0.35,4.2,43200,65,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",40,38,20,48,"[""NPK fertilizers"",""Organic compost""]",4,36,24,0.5,cinema
Vegetable,Stowell,20,5,15,0.3,3,3600,70,"[""Sandy loam"",""Loam"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Late spring"",""Summer"",""Early fall""]",30,35,20,48,"[""NPK"",""Compost""]",4,72,24,2,stowell
Flowering Plant,Three,25 °C,5 mm,20 °C,0.3 m³/m³,3 mm/day,600 seconds,50%,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Monsoon season""]",40 km/h,40 °C,100 mm,48 hours,"[""NPK fertilizer"",""Organic compost""]",4 weeks,60 in,36 in,2 in,three
Fruit,Charentais,24,5,20,0.3,4,18000,60,"[""Sandy loam"",""Loam"",""Clay loam""]","[""France"",""Spain"",""Italy""]","[""Spring"",""Summer""]",40,35,15,24,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",2,12,24,1,charentais
Flowering plant,Petit,20 °C,5 mm,15 °C,0.3 m³/m³,3 mm/day,600 seconds,60%,"[""Sandy loam"",""Loamy sand"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions"",""Temperate regions""]","[""Spring"",""Summer""]",30 km/h,35 °C,20 mm,48 hours,"[""NPK 10-10-10"",""Organic compost""]",4 weeks,12 inches,12 inches,0.5 inches,petit
Sugar Plant,Sugar,25,5,20,0.4,3,600,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Monsoon season""]",30,40,50,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,60,24,2,sugar
Flowering Plant,Ailsa,25,5,20,0.3,3,18000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,1,ailsa
Flowering Plant,Fiola,25,5,20,0.3,3,6000,70,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,36,12,2,fiola
Vegetable,Ishikura,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mild climates""]","[""Spring"",""Autumn""]",40,35,20,48,"[""Nitrogen-rich fertilizer"",""Potassium-rich fertilizer""]",4,20,12,1,ishikura
Fruit,Pear,20,5,15,0.3,3,3600,60,"[""Loam"",""Clay"",""Sandy""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",50,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,240,100,6,pear
Flower,Rijnsburg,22.5,5.2,18.7,0.25,3.8,25000,60,"[""Loam"",""Silt"",""Clay""]","[""Netherlands"",""Germany"",""United Kingdom""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,12,"[""NPK"",""Compost"",""Bone Meal""]",4,12,8,2,rijnsburg
Vegetable,Rijnsburger,15,5,18,0.35,3,3600,60,"[""Loam"",""Sandy loam""]","[""Europe"",""North America""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,12,12,0.5,rijnsburger
Perennial,Robelja,24,5,22,0.3,4,3600,60,"[""Sandy loam"",""Silt loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",40,40,10,48,"[""Organic compost"",""NPK fertilizer""]",4,36,18,2,robelja
Flowering Plant,Buddy,25,5,20,0.3,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Start of summer""]",30,35,20,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,2,buddy
Vegetable,Douce,25,5,20,0.3,3,6000,70,"[""Sandy loam"",""Loamy soil""]","[""Mediterranean region"",""Southern Europe"",""North Africa""]","[""Spring"",""Summer""]",30,35,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",2,24,12,2,douce
Flowering plant,Gloriosa,20,5,22,0.3,3,3600,60,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Late spring"",""Summer""]",30,35,50,48,"[""NPK fertilizers"",""Organic compost""]",4,60,24,4,gloriosa
Flowering plant,Karina,20,5,18,0.3,3,3600,70,"[""loam"",""sandy"",""clay""]","[""coastal regions"",""temperate climates""]","[""Spring"",""Summer""]",30,35,20,48,"[""nitrogen-based"",""phosphorus-based""]",4,24,12,0.5,karina
Flowering Plant,Maxigolt,25,5,22,0.4,3,600,60,"[""Loam"",""Sandy Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,10,48,"[""NPK"",""Compost""]",4,24,12,0.5,maxigolt
Flowering plant,Norli,25,10,20,0.3,5,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Late spring"",""Summer""]",30,40,50,48,"[""Organic compost"",""Slow-release granular fertilizer""]",4,24,12,0.5,norli
Flowering Plant,Primaso,25,5,20,0.3,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round"",""Starts in summer""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,2,primaso
Annual,Rapido,25,10,20,0.2,5,6000,60,"[""Loam"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,24,"[""NPK fertilizers"",""Compost""]",3,18,12,1,rapido
Flowering Plant,Rembrandt,20,5,18,0.3,3,3000,70,"[""Loam"",""Clay"",""Sandy""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizers"",""Organic compost""]",4,24,12,0.5,rembrandt
Flowering Plant,Sima,25 °C,5 mm,20 °C,0.3 m³/m³,2 mm/day,300 seconds,60%,"[""Loam"",""Sandy Loam""]","[""Subtropical Regions"",""Mediterranean Regions""]","[""Spring"",""Summer""]",30 km/h,35 °C,20 mm,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24 in,12 in,1 in,sima
Perennial,Snowflake,-5,10,2,0.4,2,3000,80,"[""Loam"",""Sandy"",""Clay""]","[""Northern Hemisphere"",""Mountainous regions"",""Cool temperate regions""]","[""Late winter"",""Early spring""]",30,25,30,72,"[""Nitrogen-based fertilizer"",""Slow-release fertilizer""]",4,12,6,0.5,snow
Edible,Swiss Chard,20,5,15,0.3,3,3600,70,"[""Loamy"",""Sandy loam"",""Clay loam""]","[""Moderate climates"",""Mild winters"",""Cool summers""]","[""Spring"",""Fall""]",40,35,10,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,swiss
Fruit,Weggiser,25,10,20,0.3,5,3600,80,"[""Loam"",""Sandy loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Late spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,60,24,2,weggiser
Vegetable,Chili,25,5,20,0.3,3,9000,60,"[""Loamy"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,40,50,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,36,12,1,chili
Vegetable,Jumbo,25,5,20,0.3,4,6000,60,"[""Loamy"",""Sandy""]","[""abc"",""bca"",""xyz""]","[""Summer"",""Monsoon""]",20,40,50,48,"[""NPK"",""Compost""]",2,60,36,2,jumbo
Flowering plant,Oro,24.5,4.3,22.7,0.35,3.8,28000,65,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Summer"",""Rainy season""]",25,38,50,48,"[""NPK"",""Compost""]",4,24,12,0.5,oro
Flowering Plant,Positano,25,5,20,0.25,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean region"",""Coastal areas""]","[""Late Spring"",""Summer"",""Early Autumn""]",40,35,15,24,"[""NPK 10-10-10"",""Organic compost""]",4,36,24,0.5,positano
Vegetable,Quadrato,25,5,20,0.3,4,60000,60,"[""Loam"",""Sandy Loam""]","[""Mediterranean"",""Subtropical""]","[""Start of summer"",""Early fall""]",30,35,20,48,"[""NPK 14-14-14"",""Compost""]",2,36,12,1,quadrato
Agave,Tequila,25,5,20,0.3,3,6000,50,"[""Loamy"",""Sandy""]","[""Mexico"",""Southwestern United States""]","[""Spring"",""Summer""]",40,35,50,72,"[""Nitrogen"",""Potassium"",""Phosphorus""]",8,60,36,2,tequila
Flowering Plant,Wieser,22,5,18,0.3,4,6000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Mediterranean region"",""Coastal areas""]","[""Late spring"",""Summer""]",40,35,20,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,1,wieser
Flowering Plant,Yolo,23,5,18,0.4,3,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""California"",""Florida"",""Texas""]","[""Spring"",""Summer""]",40,35,10,48,"[""NPK 10-10-10"",""Fish emulsion""]",4,24,12,0.5,yolo
Flowering Plant,Bishop,22,5,18,0.3,4,18000,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,0.5,bishop
Flowering Plant,Buttercup,18,5,15,0.4,3,3000,60,"[""Loam"",""Clay"",""Sandy""]","[""Temperate regions"",""Meadows"",""Woodlands""]","[""Spring"",""Summer""]",30,35,50,48,"[""NPK fertilizer"",""Compost""]",4,24,12,0.5,buttercup
Vegetable,Butternut,25,5,20,0.3,4,3600,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Fall""]",40,35,20,48,"[""Nitrogen"",""Potassium"",""Phosphorus""]",4,120,48,2,butternut
Decorative,N/A,20-25,5-10,15-20,0.2-0.3,3-5,6-8,40-60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Indoor"",""Garden"",""Balcony""]","[""All year round""]",20,35,50,24-48,"[""Organic fertilizer"",""Slow-release fertilizer""]",4-6,24,12,0.5-1,decorative
Fruit,Fictor,25,10,20,0.3,5,3600,60,"[""loamy"",""sandy""]","[""Tropical"",""Subtropical""]","[""Spring"",""Summer""]",40,40,50,24,"[""NPK"",""Compost""]",4,60,36,2,fictor
Flower,Flat,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy""]","[""Garden"",""Balcony""]","[""Spring"",""Summer""]",30,35,20,24,"[""NPK 10-10-10"",""Organic compost""]",4,12,12,0.5,flat
Vegetable,Honeynut,20,5,15,0.3,2,300,60,"[""Sandy loam"",""Loamy sand""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Autumn""]",40,35,30,48,"[""Organic compost"",""Slow-release fertilizer""]",4,24,12,2,honeynut
Flowering Plant,Hungarian,20,5,18,0.4,3,6000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Hungary"",""Eastern Europe"",""Central Europe""]","[""Spring"",""Summer"",""Autumn""]",40,35,30,48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4,24,12,2,hungarian
Flowering Plant,Jack,25,5,20,0.4,3,6000,60,"[""Sandy loam"",""Clay loam"",""Silt loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Spring"",""Autumn""]",30,40,50,48,"[""NPK fertilizer"",""Compost""]",4,36,24,1,jack
Flowering Plant,Longue,25,10,20,0.5,5,3600,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Summer"",""Rainy""]",30,35,50,48,"[""NPK fertilizers"",""Organic compost""]",4,36,24,1,longue
Flowering Plant,Marina,18-25,3-5,15-20,0.2-0.3,4-6,24000-27000,50-70,"[""Sandy Loam"",""Clay Loam""]","[""Coastal regions"",""Mediterranean climate regions""]","[""Spring"",""Summer""]",40,35,10,48,"[""NPK"",""Organic compost""]",4-6,24-36,12-18,0.5-1,marina
Flowering Plant,Mini,25,5,20,0.3,4,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Organic compost""]",4,12,8,0.5,mini
Flowering Plant,Nutterbutter,25,10,20,0.4,5,3600,60,"[""Loam"",""Sandy Loam"",""Clay""]","[""North America"",""Europe"",""Asia""]","[""Spring"",""Summer"",""Autumn""]",40,35,20,48,"[""Organic Compost"",""Slow-release Fertilizer""]",4,24,12,1,nutterbutter
Flower,Blanc,25,10,20,0.3,5,6000,60,"[""Loam"",""Sandy"",""Clay""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",30,35,50,24,"[""NPK"",""Compost""]",4,24,12,0.5,blanc
Flowering plant,Solor,25,5,20,0.3,3,6000,60,"[""loam"",""sandy loam"",""clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,40,50,48,"[""NPK"",""Compost""]",4,36,12,0.5,solor
Vegetable, ,25,5,20,0.3,3,600,60,"[""sandy loam"",""clay loam"",""silt loam""]","[""California"",""Florida"",""Texas""]","[""Spring"",""Summer"",""Fall""]",30,35,50,48,"[""nitrogen"",""phosphorus"",""potassium""]",2,24,12,2,vegetable
Vegetable,Daikon,10-25,2-5,15-30,0.2-0.4,3-6,18000-23000,40-70,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Temperate regions"",""Subtropical regions""]","[""Spring"",""Autumn""]",50-70,35-40,30-50,24-48,"[""Nitrogen"",""Phosphorus"",""Potassium""]",4-6,24-36,12-18,0.5-1,daikon
Ornamental,Noir,25,5,20,0.3,4,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK fertilizers"",""Organic compost""]",4,12,6,0.5,noir
Plant,Ostergruss,20,5,18,0.3,3,24000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mild coastal areas""]","[""Spring"",""Autumn""]",30,35,10,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,24,12,1,ostergruss
Flowering Plant,Runder,25,5,20,0.3,4,3600,70,"[""Loam"",""Sandy loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""Nitrogen-based fertilizer"",""Potassium-based fertilizer""]",4,36,12,2,runder
Flowering Plant,Zurich,20,5,18,0.3,4,3000,60,"[""Loam"",""Sandy Loam"",""Clay Loam""]","[""Zurich"",""Bern"",""Geneva""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,12,2,zurich
Flowering tree,Flamboyant,28,10,25,0.3,4,3000,70,"[""Sandy loam"",""Loamy sand""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,40,50,48,"[""NPK 10-10-10"",""Organic compost""]",8,40,200,6,flamboyant
Flowering Plant,Rudi,25,5,20,0.3,3,6000,70,"[""Loam"",""Clay"",""Silt""]","[""Tropical regions"",""Subtropical regions"",""Mediterranean regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK"",""Compost""]",4,24,36,1,rudi
Herbaceous plant,Sora,20,5,18,0.4,3,3600,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Temperate regions"",""Mediterranean climate"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",30,35,15,24,"[""NPK fertilizer"",""Compost""]",4,24,12,1,sora
Flowering Plant,Wira,25,5,20,0.3,4,600,50,"[""Sandy loam"",""Clay loam"",""Loamy sand""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Organic compost""]",4,24,12,2,wira
Flowering Plant,Amarant,25,5,20,0.3,3,6000,70,"[""Loam"",""Silt"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",40,40,20,48,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4,36,12,1,amarant
Flowering perennial,Wilhelmsburger,20,5,18,0.3,3,6000,60,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Late spring"",""Summer""]",40,35,20,48,"[""NPK 10-10-10"",""Compost""]",4,24,12,1,wilhelmsburger
Flowering Plant,Paradiesler,22,5,15,0.4,3,600,60,"[""Loam"",""Sandy Loam""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,48,"[""NPK"",""Compost""]",4,24,12,1,paradiesler
Flowering Plant,Pied,25,5,20,0.3,4,6000,70,"[""Loam"",""Sandy loam"",""Clay""]","[""Mediterranean"",""Subtropical"",""Tropical""]","[""Spring"",""Summer"",""Autumn""]",40,35,50,48,"[""NPK fertilizers"",""Organic compost""]",4,24,12,1,pied
Flowering plant,Butterflay,25,5,20,0.3,3,3600,60,"[""sandy loam"",""clay loam"",""organic soil""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",30,35,20,48,"[""NPK fertilizer"",""Organic compost""]",4,24,144,1,butterflay
gamma,gamma seed,25 °C,10 mm,20 °C,0.5 m³/m³,5 mm/day,600 seconds,60%,"[""sandy loam"",""clay loam"",""silt loam""]","[""region1"",""region2"",""region3""]","[""Summer"",""Monsoon""]",20 km/h,35 °C,50 mm,24 hours,"[""fertilizer1"",""fertilizer2""]",4 weeks,36 in,12 in,2 in,gamma
Flowering Plant,Annelies,22.5,5.3,20.8,0.35,4.2,7200,65,"[""loam"",""sandy loam"",""clay loam""]","[""Temperate regions"",""Mediterranean climates""]","[""Spring"",""Summer""]",40,35,10,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,2,annelies
Flowering Plant,Belmonte,25,10,20,0.3,5,3600,70,"[""Loam"",""Sandy loam"",""Clay""]","[""abc"",""bca"",""xyz""]","[""Spring"",""Summer""]",40,35,50,48,"[""NPK 10-10-10"",""Organic compost""]",4,24,12,2,belmonte
Flowering Plant,Blush,25,5,20,0.4,3,6000,60,"[""Loam"",""Sandy""]","[""Tropical regions"",""Subtropical regions""]","[""Spring"",""Summer""]",40,35,20,24,"[""NPK fertilizer"",""Organic compost""]",4,24,12,0.5,blush
Annual,Bolstar,25 °C,5 mm,22 °C,0.2 m³/m³,4 mm/day,600 seconds,60%,"[""Sandy loam"",""Loam"",""Clay loam""]","[""Tropical regions"",""Subtropical regions""]","[""Start of summer"",""Monsoon season""]",30 km/h,40 °C,20 mm,24 hours,"[""Nitrogen-based fertilizer"",""Phosphorus-based fertilizer""]",4 weeks,20 in,12 in,2 in,bolstar
Flowering plant,Flonda,25,5,20,0.3,3,6000,60,"[""Loam"",""Sandy"",""Clay""]","[""Tropical regions"",""Subtropical regions""]","[""Year-round""]",30,35,20,24,"[""Nitrogen-based"",""Phosphorus-based"",""Potassium-based""]",4,24,12,2,flonda
Vegetable,Cima,25,5,22,0.3,3,6000,70,"[""Loam"",""Sandy loam"",""Clay loam""]","[""Mediterranean region"",""Subtropical regions""]","[""Start of summer"",""Spring"",""Autumn""]",40,35,50,24,"[""NPK fertilizer"",""Compost""]",2,24,12,1,cima
Flowering Plant,White Flower Seed,20 °C,5 mm,15 °C,0.3 m³/m³,3 mm/day,8 hours,60%,"[""Loam"",""Sandy"",""Clay""]","[""Temperate regions"",""Mediterranean climates"",""Subtropical regions""]","[""Spring"",""Summer"",""Autumn""]",30 km/h,35 °C,20 mm,48 hours,"[""NPK 10-10-10"",""Compost"",""Bone Meal""]",4 weeks,36 in,12x12 in,0.5 in,white
